name,tier,life,boss,sprite,w,h,scale,cur,in_scope,keep_reason,cls,prop_scale,prop,reason,eyes
Muxus,Rare,31,False,sprites/enemy/humanoid/goblin/goblinking.atlas,53,43,0.5,21.5,True,,Medium,0.56,24.1,"humanoid/goblin folder, named king",False
Neheb,Mythic,28,False,sprites/enemy/humanoid/minotaur/amonkhet_minotaur.atlas,16,15,1.0,15.0,True,,Medium,1.6,24.0,"humanoid/minotaur folder, named minotaur, moves 60%",True
Ob Nixilis,Uncommon,20,False,sprites/enemy/fiend/archfiend.atlas,32,32,0.75,24.0,True,,Medium,0.75,24.0,scale x0.75 was a choice - nearest step to 24.0px,False
Orc Brute,Rare,18,False,sprites/enemy/humanoid/orc/orc_brute.atlas,32,37,0.65,24.05,True,,Medium,0.65,24.1,"humanoid/orc folder, named brute",False
Orc Warchief,Uncommon,21,False,sprites/enemy/basic/humanoid/orc_warchief.atlas,41,50,0.45,22.5,True,,Medium,0.48,24.0,"basic/humanoid folder, named chief",False
Pir and Toothy,Rare,20,False,sprites/enemy/monstrosity/cosmic_horror.atlas,36,23,1.0,23.0,True,,Medium,1.04,23.9,art 23px vs 16px person (x1.44),True
Polar Bear,Rare,28,False,sprites/enemy/beast/polar/polarbear.atlas,25,19,1.0,19.0,True,,Medium,1.26,23.9,beast/polar folder,False
Primo,Rare,20,False,sprites/enemy/beast/largemammals/wolf.atlas,40,40,1.0,40.0,True,,Medium,0.6,24.0,beast/largemammals folder,False
Quintorius,Rare,20,False,sprites/enemy/beast/largemammals/elephant.atlas,28,18,1.0,18.0,True,,Medium,1.33,23.9,beast/largemammals folder,False
Ragost,Rare,20,False,sprites/enemy/monstrosity/homarid.atlas,64,32,0.75,24.0,True,,Medium,0.75,24.0,scale x0.75 was a choice - nearest step to 24.0px,False
Ratfolk Scavenger,Common,12,False,sprites/enemy/basic/animal/ratfolk_scavenger.atlas,41,45,0.45,20.25,True,,Medium,0.53,23.9,"basic/animal folder, art 45px vs 32px person",True
Regna and Krav,Uncommon,20,False,sprites/enemy/fiend/spikedravager.atlas,16,16,1.5,24.0,True,,Medium,1.5,24.0,scale x1.5 was a choice - nearest step to 24.0px,False
Rhino,Uncommon,16,False,sprites/enemy/beast/largemammals/rhino.atlas,22,16,1.1,17.6,True,,Medium,1.5,24.0,beast/largemammals folder,False
Rodolf,Rare,30,False,sprites/enemy/celestial/peerlesssolar.atlas,32,32,0.7,22.4,True,,Medium,0.75,24.0,scale x0.7 was a choice - nearest step to 22.4px,False
Roon,Uncommon,20,False,sprites/enemy/beast/largemammals/elephant.atlas,28,18,1.0,18.0,True,,Medium,1.33,23.9,beast/largemammals folder,False
Royal King,Rare,24,False,sprites/enemy/humanoid/human/knight/king_large.atlas,64,32,0.7,22.4,True,,Medium,0.75,24.0,"humanoid/human/knight folder, named large",False
Rusalka of the Drowned Mere,Mythic,52,False,sprites/enemy/mythic/rusalka.atlas,39,35,0.6,21.0,True,,Medium,0.69,24.1,"scale x0.6 was a choice - nearest step to 21.0px, life 52",True
Sala,Rare,20,False,sprites/enemy/fiend/aerie_guard.atlas,17,21,1.0,21.0,True,,Medium,1.14,23.9,art 21px vs 16px person (x1.31),True
Sethron,Uncommon,20,False,sprites/enemy/humanoid/minotaur/minotaurlarge.atlas,54,43,0.5,21.5,True,,Medium,0.56,24.1,"humanoid/minotaur folder, named large",False
Shroofus,Uncommon,18,False,sprites/enemy/plant/fungus.atlas,25,25,1.0,25.0,True,,Medium,0.96,24.0,art 25px vs 16px person (x1.56),True
Sidar Jabari,Rare,30,False,sprites/enemy/monstrosity/griffin_2.atlas,16,16,1.5,24.0,True,,Medium,1.5,24.0,scale x1.5 was a choice - nearest step to 24.0px,False
Sunmare,Uncommon,14,False,sprites/enemy/beast/horse/horsearabian.atlas,47,35,0.5,17.5,True,,Medium,0.69,24.1,beast/horse folder,False
Szarel,Rare,20,False,sprites/enemy/fey/xira.atlas,16,16,1.5,24.0,True,,Medium,1.5,24.0,scale x1.5 was a choice - nearest step to 24.0px,False
Tahngarth,Uncommon,18,False,sprites/enemy/humanoid/minotaur/minotaurlarge.atlas,54,43,0.5,21.5,True,,Medium,0.56,24.1,"humanoid/minotaur folder, named large",False
Tayam,Rare,20,False,sprites/enemy/beast/largemammals/wolf.atlas,40,40,1.0,40.0,True,,Medium,0.6,24.0,beast/largemammals folder,False
Tekuthal,Rare,30,False,sprites/enemy/fiend/aerie_guard.atlas,17,21,1.0,21.0,True,,Medium,1.14,23.9,art 21px vs 16px person (x1.31),True
Tevesh Szat,Uncommon,22,False,sprites/enemy/fiend/valyx.atlas,24,24,1.0,24.0,True,,Medium,1.0,24.0,art 24px vs 16px person (x1.50),True
The Reaper,Mythic,50,False,sprites/enemy/mythic/the_reaper.atlas,39,22,1.0,22.0,True,,Medium,1.09,24.0,"art 22px vs 16px person (x1.38), life 50",True
The Unblinking Eye,Mythic,59,False,sprites/enemy/mythic/unblinking_eye.atlas,28,23,1.0,23.0,True,,Medium,1.04,23.9,"art 23px vs 16px person (x1.44), life 59",True
Thraximundar,Uncommon,30,False,sprites/enemy/undead/pestilencelord.atlas,32,32,0.7,22.4,True,,Medium,0.75,24.0,"undead folder, named lord",False
Thurid,Uncommon,18,False,sprites/enemy/beast/horse/horsewhite.atlas,47,36,1.0,36.0,True,,Medium,0.67,24.1,beast/horse folder,False
"Tikbalang, Wild Hunter",Mythic,48,False,sprites/enemy/mythic/tikbalang.atlas,14,25,1.0,25.0,True,,Medium,0.96,24.0,"art 25px vs 16px person (x1.56), life 48",True
Tolsimir,Rare,20,False,sprites/enemy/beast/largemammals/wolf.atlas,40,40,0.5,20.0,True,,Medium,0.6,24.0,beast/largemammals folder,False
Torturer,Rare,30,True,sprites/enemy/humanoid/human/bandit/bandittorturer.atlas,32,32,0.7,22.4,True,,Medium,0.75,24.0,"humanoid/human/bandit folder, boss sized on purpose - nearest step to 22px",True
Troll Warlord,Mythic,52,False,sprites/enemy/mythic/troll_warlord.atlas,44,47,0.5,23.5,True,,Medium,0.51,24.0,"scale x0.5 was a choice - nearest step to 23.5px, life 52",True
Valgavoth,Mythic,50,False,sprites/enemy/fiend/valyx.atlas,24,24,1.0,24.0,True,,Medium,1.0,24.0,"art 24px vs 16px person (x1.50), life 50",True
Valyx Feaster of Torment,Rare,80,True,sprites/enemy/fiend/valyx.atlas,24,24,1.0,24.0,True,,Medium,1.0,24.0,"art 24px vs 16px person (x1.50), tagged humanoid, +1 step for boss",True
Valyx the Tormentor,Rare,30,True,sprites/enemy/fiend/valyx.atlas,24,24,1.0,24.0,True,,Medium,1.0,24.0,"art 24px vs 16px person (x1.50), tagged humanoid, +1 step for boss",True
Varragoth,Rare,33,False,sprites/enemy/fiend/krampus.atlas,25,23,1.0,23.0,True,,Medium,1.04,23.9,art 23px vs 16px person (x1.44),True
Verrak,Rare,30,False,sprites/enemy/celestial/fallen_angel.atlas,32,21,1.0,21.0,True,,Medium,1.14,23.9,art 21px vs 16px person (x1.31),True
Voja,Uncommon,30,False,sprites/enemy/beast/largemammals/wolf.atlas,40,40,0.5,20.0,True,,Medium,0.6,24.0,beast/largemammals folder,False
Wild Boar,Common,13,False,sprites/enemy/basic/animal/wild_boar.atlas,12,17,1.0,17.0,True,,Medium,1.41,24.0,"basic/animal folder, a boar, moves 41%",True
Willowdusk,Rare,20,False,sprites/enemy/humanoid/human/warlock/witchlarge.atlas,25,25,1.0,25.0,True,,Medium,0.96,24.0,"humanoid/human/warlock folder, named large",False
Witch,Uncommon,18,False,sprites/enemy/humanoid/human/warlock/witchlarge.atlas,25,25,0.75,18.75,True,,Medium,0.96,24.0,"humanoid/human/warlock folder, named large",False
Wolf,Mythic,42,False,sprites/enemy/beast/largemammals/wolf.atlas,40,40,0.7,28.0,True,,Medium,0.6,24.0,beast/largemammals folder,False
Wolfgang Eder '03,Uncommon,25,False,sprites/enemy/humanoid/goblin/goblinking.atlas,53,43,1.0,43.0,True,,Medium,0.56,24.1,"humanoid/goblin folder, named king, moves 44%",True
Wort,Rare,20,False,sprites/enemy/humanoid/goblin/goblinking.atlas,53,43,0.5,21.5,True,,Medium,0.56,24.1,"humanoid/goblin folder, named king",False
Xira,Rare,35,True,sprites/enemy/fey/xira.atlas,16,16,1.5,24.0,True,,Medium,1.5,24.0,"scale x1.5 was a choice - nearest step to 24.0px, boss sized on purpose - nearest step to 24px",True
Yarok,Rare,20,False,sprites/enemy/monstrosity/cosmic_horror.atlas,36,23,1.0,23.0,True,,Medium,1.04,23.9,art 23px vs 16px person (x1.44),True
Yorion,Uncommon,20,False,sprites/enemy/dragon/drake.atlas,30,34,1.0,34.0,True,,Medium,0.71,24.1,"dragon folder, a drake",False
Aerie Guard,Rare,18,False,sprites/enemy/fiend/aerie_guard.atlas,17,21,1.0,21.0,True,,Person,0.76,16.0,"art 21px vs 16px person (x1.31), tagged humanoid",True
Amomongo,Uncommon,22,False,sprites/enemy/basic/animal/amomongo.atlas,16,27,1.0,27.0,True,,Person,0.59,15.9,"basic/animal folder, art 27px vs 32px person, moves 41%",True
Amphin Warrior,Uncommon,20,False,sprites/enemy/humanoid/amphin/amphin_warrior.atlas,32,32,0.7,22.4,True,,Person,0.5,16.0,humanoid/amphin folder,False
Ancient Demon,Uncommon,18,False,sprites/enemy/fiend/demon_5.atlas,16,16,1.2,19.2,True,,Person,1.0,16.0,scale x1.2 was a choice - nearest step to 19.2px,False
Angel Overseer,Rare,18,False,sprites/enemy/celestial/angel_2.atlas,16,16,1.2,19.2,True,,Person,1.0,16.0,scale x1.2 was a choice - nearest step to 19.2px,False
Annie Flash,Rare,20,False,sprites/enemy/humanoid/human/artificer/archaeologist.atlas,25,24,0.7,16.799999999999997,True,,Person,0.67,16.1,humanoid/human/artificer folder,False
Ao,Rare,26,False,sprites/enemy/monstrosity/sandwurm2.atlas,32,18,1.0,18.0,True,,Person,0.89,16.0,art 18px vs 16px person (x1.12),True
Apprentice Scribe,Common,12,False,sprites/enemy/basic/humanoid/apprentice_scribe.atlas,50,51,0.45,22.95,True,,Person,0.31,15.8,basic/humanoid folder,False
Archaeologist,Rare,20,False,sprites/enemy/humanoid/human/artificer/archaeologist.atlas,25,24,0.75,18.0,True,,Person,0.67,16.1,humanoid/human/artificer folder,False
Archer Initiate,Common,11,False,sprites/enemy/basic/humanoid/archer_initiate.atlas,45,58,0.45,26.1,True,,Person,0.28,16.2,basic/humanoid folder,False
Archmage,Rare,20,False,sprites/enemy/humanoid/human/wizard/archmage.atlas,32,32,0.65,20.8,True,,Person,0.5,16.0,humanoid/human/wizard folder,False
Archmage of the Tides,Mythic,44,False,sprites/enemy/mythic/archmage_of_tides.atlas,24,17,1.0,17.0,True,,Person,0.94,16.0,art 17px vs 16px person (x1.06),True
Ashcoat,Common,18,False,sprites/enemy/humanoid/nezumi/nezumi_ninja.atlas,20,20,1.0,20.0,True,,Person,0.8,16.0,humanoid/nezumi folder,False
Auramancer,Uncommon,20,False,sprites/enemy/humanoid/elf/deftsorceress.atlas,16,16,1.25,20.0,True,,Person,1.0,16.0,humanoid/elf folder,False
Axe Orc,Common,11,False,sprites/enemy/basic/humanoid/axe_orc.atlas,32,21,0.8,16.8,True,,Person,0.76,16.0,basic/humanoid folder,False
Bandit Archer,Uncommon,15,False,sprites/enemy/humanoid/human/bandit/banditarcher.atlas,22,21,0.7,14.7,True,,Person,0.76,16.0,humanoid/human/bandit folder,False
Bandit Leader,Uncommon,25,False,sprites/enemy/humanoid/human/bandit/banditleader.atlas,32,32,0.8,25.6,True,,Person,0.5,16.0,humanoid/human/bandit folder,False
Bandit Scoundrel,Uncommon,13,False,sprites/enemy/humanoid/human/bandit/bandit.atlas,21,21,0.7,14.7,True,,Person,0.76,16.0,humanoid/human/bandit folder,False
Bandit Slingshot,Rare,20,False,sprites/enemy/humanoid/human/bandit/banditslingshot.atlas,24,26,0.7,18.2,True,,Person,0.62,16.1,humanoid/human/bandit folder,False
Bandit Trapmaster,Rare,20,False,sprites/enemy/humanoid/human/bandit/bandittrapster.atlas,22,23,0.7,16.099999999999998,True,,Person,0.7,16.1,humanoid/human/bandit folder,False
Barbarian,Uncommon,17,False,sprites/enemy/humanoid/human/barbarian/barbarian.atlas,26,30,0.7,21.0,True,,Person,0.53,15.9,humanoid/human/barbarian folder,False
Barnyard Hen,Common,13,False,sprites/enemy/basic/animal/barnyard_hen.atlas,12,28,1.0,28.0,True,,Person,0.57,16.0,"basic/animal folder, art 28px vs 32px person, moves 43%",True
Baron Bertram,Uncommon,30,False,sprites/enemy/undead/vampire_4.atlas,20,22,1.0,22.0,True,,Person,0.73,16.1,undead folder,False
Ben Rubin '98,Common,11,False,sprites/enemy/humanoid/human/barbarian/barbarian.atlas,26,30,1.0,30.0,True,,Person,0.53,15.9,"humanoid/human/barbarian folder, moves 47%",True
Bloodgift Demon,Uncommon,18,False,sprites/enemy/fiend/demon_2.atlas,16,16,1.2,19.2,True,,Person,1.0,16.0,scale x1.2 was a choice - nearest step to 19.2px,False
Boar Knight,Rare,33,False,sprites/enemy/basic/humanoid/boar_knight.atlas,53,45,0.45,20.25,True,,Person,0.36,16.2,basic/humanoid folder,False
Bog Opiven,Mythic,53,False,sprites/enemy/mythic/bog_opiven.atlas,38,33,0.6,19.8,True,,Person,0.48,15.8,"scale x0.6 was a choice - nearest step to 19.8px, life 53",True
Bone Raider,Rare,26,False,sprites/enemy/basic/undead/bone_raider.atlas,28,19,1.0,19.0,True,,Person,0.84,16.0,basic/undead folder,False
Brallin and Shabraz,Uncommon,30,False,sprites/enemy/humanoid/human/bandit/banditarcher.atlas,22,21,0.7,14.7,True,,Person,0.76,16.0,humanoid/human/bandit folder,False
Bungisngis,Uncommon,20,False,sprites/enemy/basic/monster/bungisngis.atlas,16,26,1.0,26.0,True,,Person,0.62,16.1,art 26px vs 32px person (x0.81),True
Busaw,Common,13,False,sprites/enemy/basic/undead/busaw.atlas,16,28,1.0,28.0,True,,Person,0.57,16.0,"basic/undead folder, moves 43%",True
Buwaya,Common,12,False,sprites/enemy/basic/animal/buwaya.atlas,16,28,1.0,28.0,True,,Person,0.57,16.0,"basic/animal folder, art 28px vs 32px person, moves 43%",True
Captain Howler,Uncommon,20,False,sprites/enemy/fiend/cloaker.atlas,96,64,0.3,19.2,True,,Person,0.25,16.0,scale x0.3 was a choice - nearest step to 19.2px,False
Cateran Slaver,Common,13,False,sprites/enemy/fiend/nightmare.atlas,26,26,1.0,26.0,True,,Person,0.62,16.1,"art 26px vs 16px person (x1.62), tagged humanoid",True
Cavalier Captain,Uncommon,22,False,sprites/enemy/basic/humanoid/cavalier_captain.atlas,25,28,1.0,28.0,True,,Person,0.57,16.0,"basic/humanoid folder, moves 43%",True
Cephalid,Rare,25,False,sprites/enemy/aberration/mindflayer.atlas,40,60,0.4,24.0,True,,Person,0.27,16.2,"scale x0.4 was a choice - nearest step to 24.0px, tagged humanoid",False
Chainmail Knight,Common,14,False,sprites/enemy/basic/humanoid/chainmail_knight.atlas,44,51,0.45,22.95,True,,Person,0.31,15.8,basic/humanoid folder,False
Chimera,Rare,25,False,sprites/enemy/aberration/chimera.atlas,28,14,1.0,14.0,True,,Person,1.14,16.0,art 14px vs 16px person (x0.88),True
Chorus of the Conclave,Rare,20,False,sprites/enemy/plant/plant.atlas,16,18,1.0,18.0,True,,Person,0.89,16.0,art 18px vs 16px person (x1.12),True
Clement,Rare,30,False,sprites/enemy/humanoid/viashino/lizardwizard.atlas,36,25,0.7,17.5,True,,Person,0.64,16.0,humanoid/viashino folder,False
Codie,Rare,30,False,sprites/enemy/aberration/eye.atlas,17,17,1.0,17.0,True,,Person,0.94,16.0,art 17px vs 16px person (x1.06),True
Cosmic Horror,Rare,30,False,sprites/enemy/monstrosity/cosmic_horror.atlas,36,23,0.85,19.55,True,,Person,0.7,16.1,"scale x0.85 was a choice - nearest step to 19.6px, tagged humanoid",False
Court Mage,Common,11,False,sprites/enemy/basic/humanoid/court_mage.atlas,24,17,1.0,17.0,True,,Person,0.94,16.0,basic/humanoid folder,False
Crag Hydra of Shandalar,Uncommon,18,False,sprites/enemy/monstrosity/hydra.atlas,16,16,1.2,19.2,True,,Person,1.0,16.0,scale x1.2 was a choice - nearest step to 19.2px,False
Crossbow Marksman,Uncommon,17,False,sprites/enemy/basic/humanoid/crossbow_marksman.atlas,18,14,1.0,14.0,True,,Person,1.14,16.0,basic/humanoid folder,False
Cutpurse,Common,12,False,sprites/enemy/basic/humanoid/cutpurse.atlas,41,51,0.45,22.95,True,,Person,0.31,15.8,basic/humanoid folder,False
Dawnblade Prince,Mythic,51,False,sprites/enemy/mythic/dawnblade_prince.atlas,22,17,1.0,17.0,True,,Person,0.94,16.0,"art 17px vs 16px person (x1.06), life 51",True
Demoncaller,Rare,20,False,sprites/enemy/fiend/krampus.atlas,25,23,0.8,18.400000000000002,True,,Person,0.7,16.1,scale x0.8 was a choice - nearest step to 18.4px,False
Earth Elemental,Common,14,False,sprites/enemy/elemental/earthelemental.atlas,23,18,0.9,16.2,True,,Person,0.89,16.0,"scale x0.9 was a choice - nearest step to 16.2px, tagged humanoid",False
Ekek,Rare,31,False,sprites/enemy/basic/monster/ekek.atlas,22,30,1.0,30.0,True,,Person,0.53,15.9,"art 30px vs 32px person (x0.94), moves 47%",True
Elf Wayfinder,Common,11,False,sprites/enemy/basic/humanoid/elf_wayfinder.atlas,34,55,0.45,24.75,True,,Person,0.29,15.9,basic/humanoid folder,False
Ellivere,Rare,20,False,sprites/enemy/humanoid/human/warrior/warrior.atlas,16,16,1.5,24.0,True,,Person,1.0,16.0,humanoid/human/warrior folder,False
Elven Apprentice,Common,12,False,sprites/enemy/basic/humanoid/elven_apprentice.atlas,44,49,0.45,22.05,True,,Person,0.33,16.2,basic/humanoid folder,False
Elven Magus,Mythic,42,False,sprites/enemy/basic/humanoid/elven_magus.atlas,51,58,0.45,26.1,True,,Person,0.28,16.2,basic/humanoid folder,False
Elven Spellweaver,Uncommon,20,False,sprites/enemy/basic/humanoid/elven_spellweaver.atlas,44,49,0.45,22.05,True,,Person,0.33,16.2,basic/humanoid folder,False
Emperor Mihail,Rare,27,False,sprites/enemy/humanoid/merfolk/naga.atlas,40,40,0.5,20.0,True,,Person,0.4,16.0,humanoid/merfolk folder,False
Eye,Common,11,False,sprites/enemy/aberration/eye.atlas,17,17,0.85,14.45,True,,Person,0.94,16.0,scale x0.85 was a choice - nearest step to 14.4px,False
Farmhand Militia,Common,12,False,sprites/enemy/basic/humanoid/farmhand_militia.atlas,36,49,0.45,22.05,True,,Person,0.33,16.2,basic/humanoid folder,False
Fighting Rooster,Common,13,False,sprites/enemy/basic/animal/fighting_rooster.atlas,12,27,1.0,27.0,True,,Person,0.59,15.9,"basic/animal folder, art 27px vs 32px person, moves 41%",True
Flesh Abomination,Common,32,False,sprites/enemy/monstrosity/flesh_horror.atlas,34,26,0.65,16.900000000000002,True,,Person,0.62,16.1,"scale x0.65 was a choice - nearest step to 16.9px, tagged humanoid",False
Flying Witch,Common,11,False,sprites/enemy/humanoid/human/warlock/flyingwitch.atlas,25,25,0.75,18.75,True,,Person,0.64,16.0,humanoid/human/warlock folder,False
Forge Blacksmith,Common,11,False,sprites/enemy/basic/humanoid/forge_blacksmith.atlas,54,48,0.45,21.6,True,,Person,0.33,15.8,basic/humanoid folder,False
Froghemoth,Rare,25,False,sprites/enemy/aberration/froghemoth.atlas,65,50,0.55,27.500000000000004,True,,Person,0.32,16.0,"scale x0.55 was a choice - nearest step to 27.5px, tagged humanoid, moves 42%",True
Fungus,Common,10,False,sprites/enemy/plant/fungus.atlas,25,25,0.75,18.75,True,,Person,0.64,16.0,scale x0.75 was a choice - nearest step to 18.8px,False
Fynn,Uncommon,21,False,sprites/enemy/humanoid/human/shaman/garruk.atlas,16,16,1.5,24.0,True,,Person,1.0,16.0,humanoid/human/shaman folder,False
Ghired,Rare,20,False,sprites/enemy/humanoid/human/shaman/garruk.atlas,16,16,1.5,24.0,True,,Person,1.0,16.0,humanoid/human/shaman folder,False
Gimbal,Rare,20,False,sprites/enemy/aberration/walkingbrain.atlas,32,20,1.0,20.0,True,,Person,0.8,16.0,art 20px vs 16px person (x1.25),True
Gladiator,Mythic,52,False,sprites/enemy/humanoid/human/warrior/gladiator.atlas,20,28,1.0,28.0,True,,Person,0.57,16.0,"humanoid/human/warrior folder, life 52, moves 43%",True
Goblin Artificer,Rare,27,False,sprites/enemy/humanoid/goblin/goblin_bomber.atlas,20,20,0.75,15.0,True,,Person,0.8,16.0,humanoid/goblin folder,False
Goblin Cutthroat,Common,13,False,sprites/enemy/basic/humanoid/goblin_cutthroat.atlas,39,24,1.0,24.0,True,,Person,0.67,16.1,basic/humanoid folder,False
Goblin Reaver,Uncommon,17,False,sprites/enemy/basic/humanoid/goblin_reaver.atlas,37,23,1.0,23.0,True,,Person,0.7,16.1,basic/humanoid folder,False
Goblin Shieldbearer,Common,12,False,sprites/enemy/basic/humanoid/goblin_shieldbearer.atlas,47,53,0.45,23.85,True,,Person,0.3,15.9,basic/humanoid folder,False
Goblin Skulker,Common,11,False,sprites/enemy/basic/humanoid/goblin_skulker.atlas,47,53,0.45,23.85,True,,Person,0.3,15.9,basic/humanoid folder,False
Golgari Fungus,Uncommon,16,False,sprites/enemy/plant/fungus_golgari.atlas,25,25,0.75,18.75,True,,Person,0.64,16.0,scale x0.75 was a choice - nearest step to 18.8px,False
Grand Arbiter,Rare,30,False,sprites/enemy/humanoid/human/wizard/archmage.atlas,32,32,0.75,24.0,True,,Person,0.5,16.0,humanoid/human/wizard folder,False
Greasefang,Rare,20,False,sprites/enemy/humanoid/nezumi/nezumi_berserker.atlas,24,24,1.0,24.0,True,,Person,0.67,16.1,humanoid/nezumi folder,False
Grey Scholar,Common,12,False,sprites/enemy/basic/humanoid/grey_scholar.atlas,50,51,0.45,22.95,True,,Person,0.31,15.8,basic/humanoid folder,False
Hakbal,Rare,30,False,sprites/enemy/humanoid/viashino/lizardwizard.atlas,36,25,1.0,25.0,True,,Person,0.64,16.0,humanoid/viashino folder,False
Halberd Veteran,Uncommon,19,False,sprites/enemy/basic/humanoid/halberd_veteran.atlas,25,19,1.0,19.0,True,,Person,0.84,16.0,basic/humanoid folder,False
Harald,Rare,30,False,sprites/enemy/humanoid/human/warrior/gladiator.atlas,20,28,1.0,28.0,True,,Person,0.57,16.0,"humanoid/human/warrior folder, moves 43%",True
Hedge Villager,Common,12,False,sprites/enemy/basic/humanoid/hedge_villager.atlas,35,51,0.45,22.95,True,,Person,0.31,15.8,basic/humanoid folder,False
Hex Witch,Common,11,False,sprites/enemy/basic/humanoid/hex_witch.atlas,14,27,1.0,27.0,True,,Person,0.59,15.9,"basic/humanoid folder, moves 41%",True
